iter	MultiClass
344	0.06798552549
345	0.06787177672
346	0.06785096034
347	0.06778346896
348	0.06773364906
349	0.06761289967
350	0.06753727737
351	0.06750314532
352	0.06739098646
353	0.06728102596
354	0.06712238098
355	0.06688920829
356	0.06681745983
357	0.06672193994
358	0.06660288829
359	0.06656105389
360	0.0665081342
361	0.06643473643
362	0.06638349229
363	0.06629533816
364	0.06619936063
365	0.06614085452
366	0.06605724274
367	0.06599777229
368	0.06597297892
369	0.06589811412
370	0.06583915963
371	0.06581803726
372	0.06578380555
373	0.06572092974
374	0.0655787133
375	0.06551181008
376	0.06547722278
377	0.0654132675
378	0.06529527969
379	0.06515072798
380	0.0651062188
381	0.06504916527
382	0.06498112274
383	0.06487778947
384	0.06479739813
385	0.06473538386
386	0.06469541708
387	0.06459594901
388	0.06454849175
389	0.06443183075
390	0.06434492582
391	0.0642466623
392	0.06419899612
393	0.06412836307
394	0.06406429988
395	0.06402738321
396	0.06394400148
397	0.06388679267
398	0.06383290855
399	0.06378141603
400	0.06372995879
401	0.06364930171
402	0.06358078998
403	0.0633908989
404	0.06334799288
405	0.06323951683
406	0.06314282887
407	0.0630688702
408	0.06303017777
409	0.06298892288
410	0.06287574858
411	0.0628348176
412	0.06274312409
413	0.06267718858
414	0.06258894108
415	0.06256363965
416	0.06251406934
417	0.06247725928
418	0.06243778709
419	0.06238299821
420	0.06232707041
421	0.06230848721
422	0.06218212871
423	0.06211194939
424	0.06207621712
425	0.06202624615
426	0.06193174744
427	0.06185885748
428	0.06176957153
429	0.0617065223
430	0.06159794221
431	0.06149664542
432	0.06146680023
433	0.06139095508
434	0.06126914937
435	0.06120720599
436	0.06112333397
437	0.06109102838
438	0.06103504008
439	0.06098519563
440	0.06087428977
441	0.06083113641
442	0.06078853536
443	0.06074816074
444	0.06072737012
445	0.06068312173
446	0.06063879676
447	0.06053874831
448	0.06047308
449	0.06038702993
450	0.06033390294
451	0.06012650131
452	0.06005494904
453	0.06003440795
454	0.05999252311
455	0.05988161895
456	0.05982016401
457	0.05978002675
458	0.05975501704
459	0.05961860208
460	0.05947741906
461	0.05940415359
462	0.05933273416
463	0.05929284554
464	0.0592370419
465	0.05921258439
466	0.0591561124
467	0.0591159073
468	0.05909804122
469	0.05904235328
470	0.05901201456
471	0.05888530715
472	0.05882558991
473	0.05875857111
474	0.05872257303
475	0.05869207413
476	0.05866829614
477	0.05855015442
478	0.05848310327
479	0.0584515736
480	0.05841583642
481	0.05832792328
482	0.05829671899
483	0.05825048505
484	0.05820921326
485	0.05815932279
486	0.05812811002
487	0.05808235087
488	0.05802956843
489	0.05798543894
490	0.05787143673
491	0.05778971091
492	0.05774087293
493	0.05768650474
494	0.05760256921
495	0.05757057988
496	0.05753992752
497	0.0575063397
498	0.05741543361
499	0.05734929604
500	0.05727135731
501	0.05725014263
502	0.05723712314
503	0.05719969055
504	0.05714732446
505	0.05710625636
506	0.05706624114
507	0.05695294599
508	0.05688369434
509	0.05686337769
510	0.05680645112
511	0.05677766013
512	0.05669771715
513	0.05661514723
514	0.05657432068
515	0.05652962996
516	0.05650590978
517	0.05649530492
518	0.05646802057
519	0.05641617898
520	0.05637398369
521	0.05635167584
522	0.05629410092
523	0.05627065073
524	0.05619028731
525	0.05614904439
526	0.05612577509
527	0.05604312727
528	0.05600417515
529	0.05592612347
530	0.05589851138
531	0.05586389325
532	0.05576812694
533	0.05574127766
534	0.05570074612
535	0.05567483241
536	0.05558343777
537	0.05553684369
538	0.05547510219
539	0.05546083216
540	0.05540721474
541	0.05537152339
542	0.0553216036
543	0.05530100982
544	0.05526827101
545	0.05521700539
546	0.05518971405
547	0.05514455517
548	0.05506579778
549	0.05504348051
550	0.05502258461
551	0.05497528625
552	0.05494439919
553	0.05492923136
554	0.05490257123
555	0.05487135457
556	0.05480954035
557	0.05477751986
558	0.05467870158
559	0.05464484999
560	0.05456312731
561	0.054528767
562	0.05451694333
563	0.05449213417
564	0.05446007993
565	0.05442288144
566	0.05433851997
567	0.05430284854
568	0.05426028405
569	0.05422657098
570	0.05414140993
571	0.05408145104
572	0.05401440224
573	0.05399179393
574	0.05393185417
575	0.053888049
576	0.05384006231
577	0.0537765004
578	0.05374523088
579	0.05368731157
580	0.05364655042
581	0.05356574657
582	0.05350353696
583	0.05346292317
584	0.05338608733
585	0.05332178619
586	0.05329383288
587	0.05326241275
588	0.05321338082
589	0.05312932345
590	0.05307585729
591	0.05301054433
592	0.05294466507
593	0.0528973787
594	0.05286554678
595	0.05281551863
596	0.05274754403
597	0.05268922424
598	0.05266323315
599	0.05263458061
600	0.0525577268
601	0.05252603867
602	0.05248965738
603	0.05241942064
604	0.05237900493
605	0.05230906975
606	0.05227040092
607	0.05217074168
608	0.05210331272
609	0.05207593596
610	0.05203386962
611	0.05199484595
612	0.05193687904
613	0.05187490393
614	0.05183896096
615	0.05180629002
616	0.05177981354
617	0.05173054727
618	0.0517002825
619	0.05165968788
620	0.05163388711
621	0.05159093181
622	0.05156877067
623	0.0515506523
624	0.05153129829
625	0.05144693838
626	0.05138607966
627	0.05132510605
628	0.05129734844
629	0.05127310809
630	0.05120837335
631	0.05114183526
632	0.05112764745
633	0.05109621414
634	0.05103686985
635	0.05094595435
636	0.0509193874
637	0.05082357927
638	0.05077231212
639	0.0507456629
640	0.05071727133
641	0.05068677311
642	0.05061935719
643	0.05059225384
644	0.05054897965
645	0.05049822774
646	0.05046451034
647	0.05040404322
648	0.05034049824
649	0.05031061786
650	0.05028505262
651	0.05025619502
652	0.05024674229
653	0.05021667169
654	0.05019885961
655	0.05017643637
656	0.05011962028
657	0.05010692765
658	0.05001912985
659	0.04999073837
660	0.0499473447
661	0.04985364455
662	0.04981072965
663	0.04978318008
664	0.049750568
665	0.04972090706
666	0.049703104
667	0.0496806995
668	0.0496515042
669	0.04961295633
670	0.04959093853
671	0.04954324176
672	0.04949561299
673	0.04946052059
674	0.04943592473
675	0.04940168227
676	0.04938775819
677	0.04937097986
678	0.04933831917
679	0.04925755526
680	0.04923091161
681	0.04917439431
682	0.04915909516
683	0.04914152127
684	0.04910667594
685	0.04908092625
686	0.0490447636
687	0.04901934903
688	0.04899683855
689	0.04896211792
690	0.0489257324
691	0.04890401128
692	0.0488658719
693	0.04883612127
694	0.04881602394
695	0.0487866715
696	0.04876584884
697	0.04874969467
698	0.04869267841
699	0.04861893323
700	0.04860807233
701	0.04856643191
702	0.04852906033
703	0.04849190956
704	0.04846174697
705	0.04844669145
706	0.04842030273
707	0.04837760276
708	0.04835241531
709	0.04831841231
710	0.04829547257
711	0.04827231681
712	0.04825702458
713	0.04823649423
714	0.04822494554
715	0.0481770388
716	0.04814628293
717	0.04813502045
718	0.04803140029
719	0.04801536082
720	0.0479789873
721	0.04792233591
722	0.04784037902
723	0.04782028479
724	0.04777664772
725	0.04770803891
726	0.04764594892
727	0.04762398825
728	0.04760258026
729	0.04758017862
730	0.04752739472
731	0.04751992423
732	0.04747463597
733	0.04744070085
734	0.04738564891
735	0.0473645392
736	0.04730590023
737	0.04726102344
738	0.04724664738
739	0.04721648428
740	0.0471941662
741	0.04717038486
742	0.04712934237
743	0.04707732006
744	0.04705974552
745	0.04703011025
746	0.04697601552
747	0.04693470988
748	0.04691974737
749	0.04689242191
750	0.046851064
751	0.04682233981
752	0.04678978949
753	0.04675776409
754	0.04671661731
755	0.0466972705
756	0.04665131404
757	0.04661914818
758	0.04658945721
759	0.04657084638
760	0.04651917821
761	0.04646415181
762	0.04640035238
763	0.04637514482
764	0.04634871745
765	0.04633800083
766	0.04632166701
767	0.04626266387
768	0.04622167031
769	0.04619907753
770	0.04616790056
771	0.04614729447
772	0.04611390572
773	0.04606774141
774	0.04601482669
775	0.04597220665
776	0.04594073384
777	0.04592051301
778	0.04589783049
779	0.04583874757
780	0.04580409867
781	0.04578606676
782	0.04577920541
783	0.04574390337
784	0.04572174444
785	0.04570121426
786	0.04568884711
787	0.04567232199
788	0.04565049492
789	0.04561611562
790	0.04553854174
791	0.04552131468
792	0.04547933823
793	0.04541354574
794	0.04540333009
795	0.04535646756
796	0.04525255985
797	0.04522889451
798	0.0451959785
799	0.04515788224
800	0.04514328549
801	0.04511820214
802	0.04510565115
803	0.04507837113
804	0.04503760766
805	0.04501243667
806	0.04497300995
807	0.0449360629
808	0.04490449239
809	0.04487129109
810	0.04485570938
811	0.04477270024
812	0.04476044783
813	0.04473463536
814	0.04470537275
815	0.04468596413
816	0.04466180437
817	0.04463226639
818	0.04461341929
819	0.04455120423
820	0.04453126053
821	0.04451929998
822	0.04450328899
823	0.04448149607
824	0.0444498431
825	0.04441838976
826	0.04440272841
827	0.04437793859
828	0.04431608125
829	0.04427896679
830	0.04425089951
831	0.04421453543
832	0.04417578556
833	0.04414811207
834	0.04413651346
835	0.04409578579
836	0.04406614129
837	0.04400487253
838	0.04390330941
839	0.04386869456
840	0.04382003531
841	0.04372550719
842	0.04365458717
843	0.04363151386
844	0.04361383852
845	0.0435913206
846	0.04357367704
847	0.04355542644
848	0.04354433989
849	0.04349947
850	0.04347571552
851	0.04345753357
852	0.04341756972
853	0.04337055864
854	0.04331612765
855	0.04329701008
856	0.04328043507
857	0.04326685744
858	0.04323520253
859	0.04321639509
860	0.04319922487
861	0.04317360007
862	0.04314520588
863	0.0431312814
864	0.04306192256
865	0.04304027889
866	0.04302776203
867	0.04300919422
868	0.04295964087
869	0.04294269233
870	0.04293180772
871	0.04290658727
872	0.04289232655
873	0.04287026081
874	0.04285049082
875	0.04283005765
876	0.0428092741
877	0.042795488
878	0.0427674467
879	0.04269178819
880	0.04264482955
881	0.04262617659
882	0.04258680081
883	0.04255294739
884	0.04253686155
885	0.04251304209
886	0.04247453825
887	0.04243669273
888	0.04241963597
889	0.04239083378
890	0.04236842841
891	0.04234903962
892	0.04233633411
893	0.04231907251
894	0.04227944858
895	0.04225131899
896	0.04222877251
897	0.0421734266
898	0.0420993701
899	0.04207048578
900	0.04204183793
901	0.04201217124
902	0.04195623395
903	0.04194631362
904	0.04193210106
905	0.04191167136
906	0.04184157421
907	0.04182397429
908	0.04180531323
909	0.04177576434
910	0.04174168472
911	0.0417193924
912	0.04167146475
913	0.04164825427
914	0.04160346992
915	0.04157815421
916	0.04156054476
917	0.04153161748
918	0.04150746337
919	0.04147931228
920	0.04146077394
921	0.04144653428
922	0.04143218671
923	0.04136414157
924	0.04133703343
925	0.04132361837
926	0.0412734436
927	0.04125349313
928	0.04123292981
929	0.04120988066
930	0.04117122347
931	0.04112593906
932	0.04108002941
933	0.04106019307
934	0.04102811146
935	0.04099715407
936	0.04097625636
937	0.04096041917
938	0.04090948512
939	0.04090034565
940	0.04085027433
941	0.04083471061
942	0.04081801139
943	0.04079839026
944	0.04076295428
945	0.04074195894
946	0.04068959767
947	0.04067372993
948	0.04064018651
949	0.04062642828
950	0.04061034857
951	0.04056422851
952	0.0405296176
953	0.04048462732
954	0.04042232789
955	0.04040601798
956	0.0403953936
957	0.04037605352
958	0.04034599448
959	0.04034144703
960	0.04031321343
961	0.04029564137
962	0.04027292975
963	0.04023763164
964	0.04021841894
965	0.04018562993
966	0.04016756941
967	0.04015348251
968	0.04013852937
969	0.04011596504
970	0.0400807443
971	0.04004235993
972	0.04002858483
973	0.04000488355
974	0.03999028094
975	0.0399653685
976	0.03994076317
977	0.03993065035
978	0.03987599972
979	0.03982095012
980	0.03979240795
981	0.03978615338
982	0.0397528066
983	0.03974354767
984	0.03972462181
985	0.03971049097
986	0.03969980269
987	0.03968338493
988	0.03966880739
989	0.0396539379
990	0.0396412402
991	0.03961419339
992	0.03959949762
993	0.03958879955
994	0.03957014528
995	0.0395519503
996	0.03952586565
997	0.03949149831
998	0.03946505899
999	0.039454968
